ID,name
person_2594,"Mywyn, Henry, fl. c. 1550–75"
person_2595,"Stoodlinge, John, fl. c. 1550–75"
person_2596,"Corrocke, Edward, fl. c. 1550–75"
person_2597,"Ane, David Philip, fl. c. 1550–75"
person_2598,"Lloyd, John, fl. c. 1550–75"
person_2599,"..., Thomas, fl. c. 1550–75"
person_2600,"Mychell, Adam, of Llantwit Major (?), fl. c. 1550–75"
person_2601,"Spenser, John, of 'Flominyn', fl. c. 1550–75"
person_2602,"Payne, Robert (1596–1651)"
person_2603,"Rakeby, John, 17th cent."
person_2604,"Lee, Eldred Lancelot, 17th cent."
person_2605,"Hargrave, John (?1561–?1590)"
person_2606,"TM, early 17th cent."
person_2607,"Carpender, William (d. 1712)"
person_2608,"Richard, c. 1500 (?)"
person_2609,"Gregory, Edward, 18th cent., first half"
person_2610,"Clay, Robert, fl. c. 1570–1599"
person_2611,"Saunders, Edward, esq., of Flore (?1564–1631)"
person_2612,"Saunders, Edward, of Flore, fl. c. 1575"
person_2613,"Carpender, Thomas, of Kingsham (d. c. 1565)"
person_2614,"..., Robert, c. 1600"
person_2615,"Dubreuil, Jean, active in Paris c. 1475–85"
person_2616,"Laval, Guy XV de (1435–1501)"
person_2617,"Ballow, William, –1618"
person_2618,"Lyndon, John (d. c. 1487)"
person_2619,"Mason, George, dean of Crediton (d. by Oct. 1562)"
person_2620,"Mugge, William, mid–16th cent."
person_2621,"Edwards, Thomas, fl. 1577–1614"
person_2622,"Lewis, Paul, fl. c. 1960–90"
person_2624,"Sedgley, Richard, binder, of Oxford (d.1719)"
person_2625,"Newton, Thomas, fl. 1774"
person_2626,"Hopkinson, Rev. Francis (1810–98)"
person_2627,"Chambernown, Henry, OFM, late 14th or early 15th century"
person_2628,"Queuill, fr. William, early 16th cent."
person_2629,"..., Thomas, early 16th cent."
person_2630,"Malvor..., Richard, early 16th cent."
person_2631,"Yanworth, Robert, early 16th cent."
person_2632,"Blunt, Henry de, early 16th cent."
person_2633,"Gren..ng, Margaret, early 16th cent."
person_2634,"Wylkys, early 16th cent."
person_2635,"Cyssetur, fr. John, early 16th cent."
person_2636,"Collard, John, of St Michael Crooked Lane, London, 16th cent."
person_2637,"Bucksye, Nicholas, prebendary of Chester, 16th cent."
person_2638,"Tyas, Robert, late 16th - early 17th century"
person_2639,"Tyas, Thomas, fl. c. 1631–48"
person_2640,"M.S. [?Margaret Sandys], early 17th cent."
person_2641,"Ballow, Thomas, fl. 1621–79"
person_2642,"..., Thomas, late 16th cent."
person_2643,"Har, John, late 16th cent."
person_2644,"Vause, Thomas, attorney of Winchester College, 15th cent. (second half)"
person_2645,"Long [or Yong (?)[, John, 17th cent."
person_2646,"Verney, John (d. 1816)"
person_2647,"Master of the Speculum humane salvationis, early 16th cent."
person_2648,"Martin, Thomas, fl. 1529"
person_2649,"Bedon, William, surgeon, late 16th cent."
person_2650,"Bullocke, Mr, late 16th cent."
person_2651,"Archibold, Mr, late 16th cent."
person_2652,"Glangfeyldes, Mr, late 16th cent."
person_2653,"Feyldes, Mr, late 16th cent."
person_2654,"Markam, Mr, of Colbrooke, late 16th cent."
person_2655,"Galles, Mr, late 16th cent."
person_2656,"Yonges, Mr, late 16th cent."
person_2657,"Andres, late 16th cent."
person_2658,"Roger, Mr Alcok's servant, late 16th cent."
person_2659,"Geene, George, surgeon, fl. c. 1537–60"
person_2660,"Grewe, John, late 15th cent."
person_2661,"Crowe, William, surgeon, fl. c. 1571"
person_2662,"Rawlyn, early 16th cent. (?)"
person_2663,"Ancram, Anne (Stanley), c. 1600–1656/7"
person_2664,"Joachim, Byzantine scribe, fl. c. 1300"
person_2665,"Darker, William, OCarth, monk of Sheen (d. 1512)"
person_2666,"Maestro del Liber celestium revelationum, active at Naples, 14th century (second half)"
person_2667,"Master of the Modena Hours, active in Milan, c. 1400"
person_2668,"Maestro dell' Ovidio de Rimini, active in Venice, c. 1469–1500"
person_2669,"Champer, 15th cent."
person_2670,"Hill, John, of Okehampton, late 15th cent."
person_2671,"Coper, George, early 16th cent."
person_2672,"Coper, Roger, early 16th cent."
person_2673,"Cottell, Marcus, mid–16th cent."
person_2674,"Cottell, Edward, c. 1600"
person_2675,"Byam, Henry (1580–1669)"
person_2676,"Spilman, John (d. 1626), paper maker"
person_2677,"Cope, Sir Walter, ?1553–1614"
person_2678,"King, Philip, early 17th cent."
person_2679,"Morrell, James, fl. 1766–1807"
person_2680,"Bryante, William, c. 1600"
person_2681,"Hustence [? Iustence], William, c. 1600"
person_2682,"Sloper, Henry, c. 1600"
person_2683,"Drogo (? abbot of St John, Laon, d. 1137)"
person_2684,"Langley, family, of Knolton, Kent"
person_2685,"Hale, family, of Alderley"
person_2686,"Amcotts, ..., wine and fish merchant of London, fl. 1557–1564"
person_2687,"Dionysios Rakendytes, 15th cent., second half"
person_2688,"Syrg[en]ham, active 14th century, second quarter"
person_2689,"Paine (or Spaine?), Thomas, 15th cent."
person_2690,"Medcalfe, Reynold, 16th cent."
person_2691,"Giustiniani, Giulio, of Venice, 1624–1699"
person_2692,"Γεώργιος Βασιλικός, mid–16th cent."
person_2693,"Eutolmios, hagiographer"
person_2694,Archippus eremita et prosmonarius
person_2695,"Eusebius, of Alexandria, pseudo, fl. 5th–6th cent."
person_2696,"Neophytos, fl. 1374"
person_2697,"Bartholomaeus Hermannus Portunaonius, physicus, 15th cent."
person_2698,"Canauli, Cristiano, of Città di Castello, fl. early 16th cent."
person_2700,"Martinus Phileticus, 15th cent."
person_2701,"Crates, approximately 360 B.C.-approximately 280 B.C., pseudo"
person_2702,"Ioasaph hieromonk and protosyncellus, fl. ?"
person_2703,"Στέφανος μητροπολίτης Μηδείας, fl. 15th cent., first half"
person_2704,"Morezenos, Marcos"
person_2705,"Sad (?), William (?), early 14th cent. (?)"
person_2706,"Walton, family [unidentified], 15th cent. (?)"
person_2707,"Wylton, Thomas, 16th cent."
person_2708,"Wendon, Nicholas, 16th cent."
person_2709,"Wendon, John, 17th cent."
person_2710,"Cambridge Heavy Binder, fl. 1485–1505"
person_2711,"Wier, Maria, fl. c. 1800, bookbinder"
person_2712,"Baumgarten, John, fl. c. 1774"
person_2713,"Ray (Rae), Stuart, of London, bookbinder, fl. 1823–1846"
person_2714,"Wilson, Mr. [unidentified], bookbinder, fl. 1827"
person_2715,"Mart(?)..., R. C., bookbinder, fl. 1923 (?)"
person_2716,"Salmon (?), fl. 1892"
person_2717,A.J.L.
person_2718,"Barratt, William Henry, bookbinder, fl. 1822–1883"
person_2719,"Wood [unidentified], of London, bookbinder"
person_2720,Euodius monachus
person_2721,"Karey, 15th cent."
person_2722,"Pytts, William, of Cotleigh, Devon, 15th cent."
person_2723,"Gill, Richard, 15th cent."
person_2724,"Harlewyn, Richard, rector of Cotleigh, Devon, fl. 1491"
person_2725,"Colshill, Robert, 16th cent."
person_2726,"Cartier, Moses le (d. 1736)"
person_2727,"Tixier, Sebastien, 'clerc de greffe au baillis terre de Mascon', fl. 1540"
person_2728,"Hane.., 15th century"
person_2729,"Deforest, Jean Baptiste, 17th century"
person_2730,"Watkinson, William, 16th century"
person_2731,"Jhelope, Thomas, 16th century"
person_2732,"Kete, Thomas, fl. ?"
person_2733,"Symons, Robert, fl. ?"
person_2734,"Cooke, Henry, fl. 1579"
person_2735,"R.B., binder"
person_2736,"Vimercato, Ambroxius de, 15th cent."
person_2737,"Raymondus, Donatus, fl. ?"
person_2738,"Letts, Edward, late 17th century"
person_2739,"Maynard, Joseph, fellow and rector of Exeter College Oxford, –1670"
person_2740,"Honoratus de Honoratis, bishop of Urbania (1636–83)"
person_2741,"Benedictus de Gramignis, notary, fl. 1443"
person_2742,"Hepworthe, Jehan de, 16th century"
person_2743,"Moronaeus, Petrus, of Villanova, fl. ?"
person_2744,"Guirardus de Pareto, 15th century"
person_2745,"Martinus de Sintria, frater, magister, 14th cent. (?)"
person_2746,"Felningham, Ricardus de, magister, 14th cent."
person_2747,"Windsor, Thomas, 6th lord Windsor of Stanwell (1591–1641)"
person_2748,"Champeheuryoulx, G., OCarm, of Orleans and Rouen, fl. c. 1599"
person_2749,"Tellyer, Robert Le, fl. 1610"
person_2750,"Calder, John, fl. 1766"
person_2751,"Mitchell, rev. Gavin, minister of Kinellar, fl. 1766"
person_2752,"Petrus de Florentia, fl. 1475"
person_2753,"Petrus Simon Constantini Jacobi Vanderutii de Rieto, fl. 1475"
person_2754,"Nettleton, John, of Hutton Cranswick, -?1597"
person_2755,"Turner, William, dean of Wells (d. 1568)"
person_2756,"Turner, Jane, widow of William"
person_2758,"Swerby, dom. Robert, master of the Cantilupe chantry in Lincoln Cathedral, early 14th cent."
person_2759,"Hawes, William, chaplain of the Cantilupe chantry in Lincoln Cathedral, early 14th cent."
person_2760,"Naseby, canon of Lincoln Cathedral (?), early 14th cent."
person_2761,"Bosworth, William, 16th cent."
person_2762,"Mutle, William (?), 16th cent."
person_2763,"Trauers, George, 16th cent."
person_2764,"Tailor, William, 16th cent."
person_2765,"Nappe, Auncelus, 16th cent."
person_2766,"Berneis, John, of Lightwood, 17th cent."
person_2767,"Owen, Rees ap, 17th cent."
person_2768,"W.M., fl. ?"
person_2769,"Croxton, master, 16th cent."
person_2770,"Dottin, Henry, fellow of Exeter College, –1595"
person_2771,"Barlow, Ralph, 1573/4–1631"
person_2772,"Powell, Johannes, 16th cent."
person_2773,"Bedford, William, 1705–1747"
person_2774,"Harmar, Samuel, fl. 1653"
person_2775,"Harmar, Joseph, 17th cent."
person_2776,"Harmar, Charles, 17th cent."
person_2777,"Harmar, Joyce, 17th cent."
person_2778,"Kendal, John, MA, B.Th., fl. before 1474"
person_2779,"Lyseux, Thomas, dean of St Pauls, d. 1456"
person_2780,"Kay, Thomas, master of University College Oxford, –1572"
person_2781,"Geuder, Sebald, 16th cent."
person_2782,"Anthonius, active in Verona, 1445"
person_2783,"Bragadin, family, of Venice"
person_2784,"Zambeccari, Aloysius, fl. 1563–1573"
person_2785,"Corbett, John, 'pictor', fl. 1694"
person_2786,"Smith, John, M.A., parish priest of St James Garlickhythe, London, fl. 1462"
person_2787,"Cooper, Henry, 16th cent."
person_2788,"Cleve, William, B.C.L, B.Cn.L., fl. 1447–1470"
person_2789,"Gunthorpe, Thomas, prior (1467–1504) of Newstead, Notts."
person_2790,"Neath, Lewis, B.Cn.L, fl. 1440–1480"
person_2791,"Ottes, James, M.A., fl. 1496–1498"
person_2792,"Felowys, William, M.Gram., d. 1483"
person_2793,"Dorman, dom. John, fl. 1450"
person_2794,"Fyer, Joan., fl. 1721"
person_2795,"Witzai, count, of Hungary, fl. 1802"
person_2796,"Nicolaus, scriptor in Grecz [Graz?], fl. 1422"
person_2797,"Lenaerts, sr. Lisbeth, fl. 1578"
person_2798,"Baptista Panteus, mr., fl. c. 1500"
person_2799,"Johannes de Gelria, fr., 'Alamanus', fl. 1425"
person_2800,"Giovanbatista, maestro, 'medico' at Santa Maria Novella, Florence, fl. 1464"
person_2801,"Francesco di Lucha de Rosso, of Florence (?), fl. 1488"
person_2802,"Langley, mr. Henry of, fl. 1246–1263"
person_2803,"Sophronius, Saint, Patriarch of Jerusalem, approximately 560–approximately 638, pseudo"
person_2804,"Jackson, Rev. John Cohen, ?1829–1895"
person_2805,"Mirallius Galaesius Vulliaconianus, P., 15th century (?)"
person_2806,"Carrocius, Jacobus, fl. 1302"
person_2807,"Barrani, Petrus, of Carbonne, fl. 1302"
person_2808,"Ludwell, 15th cent."
person_2809,"Degge, Simon, M.D., –1729"
person_2810,"Aston, Thomas, 16th cent."
person_2811,"Toller, John, 16th cent."
person_2812,"Hoch, dom. Alexander, 16th cent."
person_2813,"Venuti, Marcello, fl. 1753"
person_2814,"Venuti, Guiseppa, fl. 1883"
person_2815,"Severini (?), Giovanni Girolamo, fl. ?"
person_2816,"Santucci, Pier Antonio, fl. ?"
person_2817,"Delgayo, Antonio, fl. 1442"
person_2818,"Power, Ernest, of Liverpool, fl. 1884"
person_2819,"Edge, Fane, 1692–1727"
person_2820,"Nicasios, deacon and monk Pantocratorites"
person_2821,"μιχαὴλ μορζη ἱερέως, fl. ?"
person_2822,"Harwood (alias Harward), William, –1623"
person_2823,"Heytesbury, Nicholas de, early 14th cent."
person_2824,"Bossi, family, of Milan"
person_2825,"Paulus, magister, fl. c. 1272–80"
person_2826,"Suardi, Guiscardo, bishop of Bergamo (sedit 1272–82)"
person_2827,"Petrus de Cavacenis, priest of the church of St Mary, Vertova, fl. 1298"
person_2828,"Mainz, John of, fl. c. 1430–50"
person_2829,"Baller, George W., fl. 1885"
person_2830,"G.B., fl. ?"
person_2831,"Hingham, George, of Burton [unidentified], fl. ?"
person_2832,"Rows, John, curate of 'Radeford' [unidentified], 15th cent."
person_2833,"Lambe, Sir John, c. 1566–1646"
person_2834,"..., David, fl. 1486"
person_2835,"Longland, Thomas, of 'Fastonsley' [unidentified], 16th cent."
person_2836,"Clara, William de, 1242/3–after 1283"
person_2837,"Gibbon, John, c. 1601–?"
person_2838,"Brown, Mr., 18th century"
person_2839,"Scribe D, fl. c. 1390–1420"
person_2840,"Probus, Johannes Antonius, 16th cent."
person_2841,"Larofalo di Chieri, Donato, OSM, 16th cent."
person_2842,"Terzani, Giustino, 16th cent."
person_2843,"Sudlaw, Clayton, 16th cent."
person_2844,"Ihois (?), 16th cent."
person_2845,"Fitton, family, of Pownall, Cheshire"
person_2846,"Granier, Gratian, vicar of Puéchabon, dép. Hérault, c. 1598–1652"
person_2847,"Galterus (?), scribe, active in Brittany, c. 1425–50"
person_2848,"Garruargen (?), Guillelmus, 15th cent."
person_2849,"Villegiller (?), Noveril, 19th cent."
person_2850,"Woodward, Michael, MA, 1602?–1675"
person_2851,"Johannes de Bomalia, fl. 1515–20"
person_2852,"Fockem, H., rector of St Ursula, Cologne, fl. 1813"
person_2853,"Blathe, Johannes, 15th or 16th cent."
person_2854,"Wilson, William, of the Minories, F.S.A, –1832?"
person_2855,"Perveys, Henry, draper of London, fl. 1434–76"
person_2856,"Blaxton, John, fl. 1530–1560"
person_2857,"Clavell, Walter, F.R.S. (d. by 1740)"
person_2858,"Gray, A., fl. 1654"
person_2859,"West, Thomas, fl. 1602"
person_2860,"Vaughan, --, of Brasenose, Oxford, fl. c. 1700"
person_2861,"Russell, Robert, of Strensham (?), –1433"
person_2862,"Reed, Giles, 1574–"
person_2863,"Carsy, mr. William, 16th cent."
person_2864,"Hall, John, 1633–1710"
person_2865,"Pulesdon, Alexander de, early 15th cent."
person_2866,"Fader, Peter, vicar choral of Salisbury, 15th cent. (first half/middle?)"
person_2867,"Jones, rev. Henry, c. 1660 - c. 1707"
person_2868,"Fyton, family, of Gawsworth, Cheshire"
person_2869,"Evers, Alexander, 16th cent. (?)"
person_2870,"Dillon, James, 16th cent. (?)"
person_2871,"Hoye, Donald, 16th cent. (?)"
person_2872,"Roos, Agnes, fl. 1479"
person_2873,"Moore, family, of Church Oakley and Bramley (Hants.)"
person_2874,"Warham, family, of Beaurepaire [in Sherborne St John] (Hants.)"
person_2875,"Carew, Margaret (d. 1525), widow of William"
person_2876,"Carew, William, of Bury St Edmunds, d. 1501"
person_2877,"Clovyle, Francis, of West Hanningfield, d. 1562"
person_2878,"Coridon, Geoffrey, 13th cent."
person_2879,"Farman, 10th cent."
person_2880,"Owun, 10th cent."
person_2881,"Blacker, William, 16th cent."
person_2882,"Hardinge, Thomas, of Salisbury, 16th cent."
person_2883,"Lawrence, John, of Tisbury (Wiltshire), 16th cent."
person_2884,"Esser, Wy., active 1436 in Verona"
person_2885,"Degenhart, Nycolaus, fl. 1434"
person_2886,"Ladislaus, count of Porcilia, fl. 1449"
person_2887,"Francesco, son of Matteo de Santo Pero, fl. 1392"
person_2888,"Trevisan, Bartolomeo, of Venice, 1419-"
person_2889,"Gyldensleue, N., 15th cent."
person_2890,"Glorian, Guillaume, fl. 1677–1704"
person_2891,"Ostralus, Johannes, priest, of Kottbus, fl. c. 1419"
person_2892,"Frengkel, dom. Michael, 15th century"
person_2893,"Appelby, William, –1409"
person_2894,"Pope, Margaret (née Townsend), –1539"
person_2895,"Taylor, John, M.A., D.Th., –1492"
person_2896,"Burbage, John, M.A., D.Th., d. by 1451"
person_2897,"Ramsbury, Walter, M.A., D.Th., d. by 1406"
person_2898,"Sever, Henry, M.A., D.Th., –1471"
person_2899,"Haydock, Hamond, M.A., B.Th., –1465"
person_2900,"Whyte, Robert, M.A., –1461"
person_2901,"Elindon, Richard, M.A., d. by 1367"
person_2902,"Archer, N. le, of Dover, fl. c. 1300"
person_2903,"Fisher, John, B.Cn.L., d. by 1494"
person_2904,"Thamys, John, M.A., B.Th., d. by 1482"
person_2905,"Voocht, Nicholas, fl. c. 1425"
person_2906,"Burton, Walter de, d. by 1335 (?)"
person_2907,"Ralph of London, OSB, 13th cent."
person_2908,"Walter, active in England, mid–14th cent."
person_2909,"Diadochus, Bishop of Photice, active 5th century, pseudo"
person_2910,"Heddon, mr. Thomas, vicar of Gainford, d. by 1515"
person_2911,"Breys, Nicolaus, of Bayreuth, fl. 1469"
person_2912,"Stumpf, Hans, of Nördlingen, binder, fl. 1468–1487"
person_2913,"Johannes, active in England, mid–12th century"
person_2914,"Roger, abbot of Reading, fl. 1158–65"
person_2915,"Sigar, Roger, fl. mid–12th century (?)"
person_2916,"Ἰωάννης τληπαθής, fl. 15th century, first half"
person_2917,"Mamounas, Markos, 15th–16th century"
person_2918,"Colfe, Richard, –1613"
person_2919,"Colfe, Isaac, ?1588–1648"
person_2920,"Colfe, Jacob, ?1593–1617"
person_2921,"Rigg, William, mid–16th century"
person_2922,"Γρηγόριος Μοναχός, fl. before 1238"
person_2923,"Konstantinos Kotrikos (?), 15th century"
person_2924,"Gratianos, priest of Crete, fl. ?"
person_2925,"Nikephoros Benetzas, active 1617"
person_2926,"Moschopoulos, Nikephoros, d. 1322 × 1332"
person_2927,"Theophylactos, 11th century"
person_2928,"Doson, John, late 15th century"
person_2929,"Bernard, Charles, 1652–1710"
person_2930,"Γεώργιος Εὐγενικός (Βυζαντῖνος), fl. c. 1450–1475"
person_2931,"St Amand, James, 1687–1754"
person_2932,"Abingdon, Henry, D.Th., –1437"
person_2933,"Sandwich, Nicholas of, -after 1347"
person_2934,"Antrestos, Michael, fl. c. 1584–1601"
person_2935,"Peter the hierononk, fl. ?"
person_2936,"Canle (?), Laurence de, fl. c. 1325–1350"
person_2937,"Petrus Hispanus, logicus, fl. 1220?–1250?"
person_2938,"Petrus Hispanus, medicus compilator, fl. 1250?–1300?"
person_2939,Διονύσιος Ἱερομόναχος
person_2940,"Johannes de Munti, active in Lombardy (?), 1463"
person_2941,"Petrus Johannes de Gouda, active in Louvain, 1478"
person_2942,"Warden, mr. John, fl. c. 1442–62"
person_2943,"Foster, Robert, 16th century"
person_2944,"Salomon, fl. 1193"
person_2945,"Lonwell, Thomas, 16th century"
person_2946,"Ramsay, Richard, mid–16th century"
person_2947,"Fyttz, William, mid–16th century"
person_2948,"Myddlyton, Marmaduke, 16th century"
person_2949,"Langley, fr. Henry, of Glastonbury (?), mid–15th century"
person_2950,"Aynow (?), Thomas, 15th century"
person_2951,"Brinkley, John, abbot of Bury St Edmunds, fl. 1361–1378"
person_2952,"Tymworth, John, abbot of Bury St Edmunds, fl. 1379–1389"
person_2953,"Barrow, William, sacrist of Bury St Edmunds, fl. 1407–1426"
person_2954,"Prise, Richard, 1537-"
person_2955,"Prise, Thomas, fl. 1614"
person_2956,"Worsley, Sir Richard, of Appuldurcombe, 1588–1621"
person_2957,"W. R., 16th century"
person_2958,"Hughes, Thomas, M.A., fl. before 1646"
person_2959,"Holes, Andrew, –1470"
person_2960,"Forratus de Catis, clerk, early 16th century"
person_2961,"Whitwell, John, B.A., 16th century, second half"
person_2962,"White, William, 16th century, second half"
person_2963,"Greaves, John, late 16th century/early 17th century"
person_2964,"Hormisdas, Pope, –523, pseudo"
person_2965,"Cleer, Sir Francis, early 17th century"
person_2966,"Fermor, Sir Richard, of Somerton (Oxfordshire), ?1575–1643"
person_2967,"Matheus de Ficecko, OFM, of Montpellier, fl. 1440"
person_2968,"Franciscus de Careto, OFM, of Cortemilia, fl. 1475"
person_2969,"Franciscus de Saxello, OFM, of Cortemilia, fl. 1475"
person_2970,"Angelus de Sancto Severo, OFM, of Naples, fl. 1467"
person_2971,"..., Aulexander, 15th century"
person_2972,"Bouts (Bonts?), fr. Johannes, fl. 1455"
person_2973,"Wynter, Simon, OSS, fl. 1429"
person_2974,"Babington, William, OSB, of Bury St Edmunds, –1453"
person_2975,"Smyth, Gruffyth, 16th or 17th century"
person_2976,"Vernon, Walter, of Houndhill, 1552–1592"
person_2977,"Brooke, Thomas, senior, of Madeley Court (?), 17th century"
person_2978,"Vernon, Col. Edward, of Sudbury, 17th century"
person_2979,"Harpur, Mary, 17th century (?)"
person_2980,"Grimhill, Richard de, c. 1263 - c. 1308"
person_2981,"Underhill, William de, fl. c. 1327"
person_2982,"Richard, 13th century"
person_2983,"Anatolius, Saint, Bishop of Laodicea, pseudo"
person_2984,"Abingdon Missal master, fl. 1461–1462"
person_2985,"Hopes, Margaret, of Medingen, OCist, fl. 1524"
person_2986,"Ioannes Mauromates, 16th century"
person_2987,"Cocolos, George, 16th century"
person_2988,"Cocolos, Nicholas, 16th century"
person_2989,"Crivelli, Giorgio, –1502"
person_2990,"Randal, Thomas, fl. 1602"
person_2991,"Moros, Manuele, fl. 1562–1564"
person_2992,"Glynzounios, Manuel"
person_2993,"Bellamy, James, 1819–1909"
person_2994,"Romsey, William, –1512"
person_2995,"Fenton, Robert, fl. 1391"
person_2996,"Trillek, Thomas, 1312?–1372"
person_2997,"Gregorius, monk of Theotokos Evergetis, fl. 1067"
person_2998,"Nalynghurst, Hugh, 16th century"
person_2999,"Euripides, pseudo"
person_3000,"Cassiodorus, Senator, approximately 487–approximately 580, pseudo"
person_3001,"Fulgentius, Saint, Bishop of Ruspa, 468–533, pseudo"
person_3002,"Theobaldus, dean of St Stephen's, Mainz, doc. 1217"
person_3003,"Krayn (?), fr. Jacobus, 16th century, second half (?)"
person_3004,"Raimund, magister, 13th century, first half"
person_3005,"Fortunatus, Venantius Honorius Clementianus, approximately 540–approximately 600, pseudo"
person_3006,"Vaughan, Hugh, 16th century"
person_3007,"Catelos, Ioannes, 16th century"
person_3008,"Antonios, Petros, 16th century"
person_3009,"Moschos, George, late 15th century - early 16th century"
person_3010,"Draper, Thomas, M.A. (All Soul's), ?1563–after 1601"
person_3011,"Maximus, of Turin, Saint, pseudo"
person_3012,"Gorge, Edward, MA, 16th century"
person_3013,"Bayly, John, MA, ?1560–1602"
person_3014,"Bayly, William, fl. 1602"
person_3015,"W.D., 16th century"
person_3016,"Euganis (?), 16th century"
person_3017,"Gregory, of Elvira, Saint, pseudo"
person_3018,"Baylis, Sir Robert, 1673–1748"
person_3019,"Norton, Luke, late 16th-early 17th century"
person_3020,"Croke, John, 17th century"
person_3021,"Croke, V., 17th century"
person_3022,"Warley, Thomas, fl. 1520–1557"
person_3023,"Shenley, fr. Edmund, fl. 1440–1448"
person_3024,"Barratt, T., 16th century"
person_3025,"Hyggyns, Richard, 15th century"
person_3026,"Himbleton, Henry, –1588, monk and sacrist of Worcester Cathedral"
person_3027,"Thornhill, William , -?1626, prebendary of Worcester Cathedral"
person_3028,"Boolde, William, d. by 1492, of Christ Church Canterbury"
person_3029,"Kemsyn, John, of Canterbury, binder, fl. 1485–1496"
person_3030,"Borne, Thomas, 15th century"
person_3031,"Danyell, William, mid–16th century"
person_3032,"Tully, Henry, late 16th century"
person_3033,"Asherus, Roland, 16th century (?)"
person_3034,"Watson, mr., of Oxford, O.F.M., 16th century (?)"
person_3035,"Tubenhay, James, O.F.M., 14th or 15th century"
person_3056,"Cranewys, John, OSB, fl. 1414–1435"
person_3057,"Byconyll, William, –1448"
person_3058,"Birkhede, John, –1468"
person_3059,"Stapleton, Miles, of Ingham, –1419"
person_3060,"Bowet, Henry, –1423"
person_3061,"Bonifilii, Marcus, of Catalonia, fl. 1438"
person_3062,"Hassia, Folcardus de, 15th century"
person_3063,"Senis, Lucas de, OFM, fl. 1436"
person_3064,"Nicholas of Heilsbronn OCist, fl. c.1438"
person_3065,"P. abbot of Aqua Fredda, fl. 1434"
person_3066,"Wittigo de Wolframsdorf, bishop of Naumburg, –1382"
person_3067,"Fischer (Piscator), Georg, of Beeskow, fl. 1439"
person_3068,"Theodorus, dean of Kollegiatstift Haug, Würzburg, 15th century (?)"
person_3069,"Oestrich, F. Henricus, fl. 1569–1593"
person_3070,"Pagham, John of, bishop of Worcester, –1157"
person_3071,"Whitfield, John, precentor of Dover Abbey, fl. 1389"
person_3072,"Cursson, Gregory, early 16th century"
person_3073,"Crynes, Nathaniel, –1745"
person_3074,"Ramondo Civalier, active in Italy, 14th century"
person_3075,"Isidore, of Seville, Saint, –636, pseudo"
person_3076,"Berardus Podiensis, active in France (?), c. 1300 (?)"
person_3077,"Nikephoros, Patriarch of Constantinople, 750–828, pseudo"
person_3078,"Nuendorff, Apeczkouen, presbiter, fl. 1417–1419"
person_3079,"Margerie de Verdun, nun of Romsey c. 1283"
person_3080,"Amaury of Buckden, archdeacon of Bedford c. 1231–1245/6"
person_3081,"Bartholomeus de Gardinis, fr., of Bologna, late 14th century"
person_3082,"Bonnoel, Bernard de, of Bordeaux, 16th century"
person_3083,"Bonnoel, Margaret de, of Bordeaux, 16th century"
person_3084,"Vitrac, Jehan, of Bordeaux, 16th century"
person_3085,"Brun, Marguerite, of Bordeaux, 17th century"
person_3086,"Maures, Jacques de, of Bordeaux, 17th century"
person_3087,"Edwardes, John, 16th century"
person_3088,"Tempest, ..., mr., 17th century"
person_3089,"Mac Craith, Ruaidhrí, of Termonmagrath, –1528"
person_3090,"Ua Caiside, Ruaidhrí, archdeacon of Clogher, –1541"
person_3091,"Ua Luinín, Ruaidhrí, –1528"
person_3092,"Ó Cianán, Seaán, 14th century"
person_3093,"Ó Cianán, Ághamh, –1373"
person_3094,"Maidstone, fr. Thomas de, fl. c. 1300"
person_3095,"Kippling, F. W. van, fl. 1654"
person_3096,"Etter, Karl, of London, fl. 1813"
person_3097,"Medici, Andrea de', 'il Butto', 1444–1513"
person_3098,"Stolzer, family, of Steudentiz"
person_3099,"Gryphius, Paulus, fl. 1652"
person_3100,"Lütkaus, Franciscus Julius, fl. 1699"
person_3101,"Bose, Godofredus, of Leipzig, fl. c. 1675"
person_3102,"Bose, Gaspar, fl. c. 1675"
person_3103,"Roffe, Henry, 16th century"
person_3104,Proclus quidam
person_3105,"Kerry, Thomas, –1607"
person_3106,"Gouda, fr. Ruphinus de, fl. 1517"
person_3107,"Johannes de Hannonia, fl. 1508"
person_3108,"Bochstael, dom. Judocus, priest, of Bruges, fl. 1508"
person_3109,"Scuppelin, fr. Daniel, of Bruges, fl. 1508"
person_3110,"Leonardus van den Beckene, fr., of Bruges, fl. 1508"
person_3111,"Petrus van Cassele, of Bruges, fl. 1508"
person_3112,"Byens, Jacobus, of Bruges, fl. 1508"
person_3113,"Petrus de Molen, fl. c. 1400"
person_3114,"Arnoldus, fl. c. 1400"
person_3115,"Morezenos, Michaelos, fl. c. 1600"
person_3116,"Mazarakis, Nikolaos, fl. c. 1600"
person_3117,"Nikephoros, monachos, fl. 1118"
person_3118,"Joannes Bartholomeos, 14th or 15th century"
person_3119,"Joannes, of Souria, 14th or 15th century"
person_3120,"Markos Synkellos, 14th or 15th century"
person_3121,"Theodricus de Verle, fr., fl. 1545"
person_3122,"Cigogna, Marco, fl. 1548"
person_3123,"Grifo, family, of Venice"
person_3124,"Herford, fl. 1455"
person_3125,"Wryght, William, fl. 1479–1506"
person_3126,"Hunt, Thomas, stationer, d. by 1498"
person_3127,"Crow, Richard, fl. 1466–1499"
